"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,15,0.0158147338661447,0.139216414123943,0.349015691305748,0.174987942319406,"N","N",1.33917746397683,5,3.02498761345867,6
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,16,-0.047461641655216,-0.00975299058363746,0.294539891522892,0.183741629170529,"N","N",1.78972987605106,5,1.06992840926562,5
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,17,0.0558648357199006,0.120146539396163,-0.00271746092771608,0.174863767214095,"N","N",0.836749756916031,5,0.81808252604875,5
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,18,-0.0244013454404371,0.0415163680882027,0.0251176380842305,0.172543129297587,"N","N",0.993427443353815,5,0.999242179475752,5
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,19,0.0602140739253386,-0.00232539370190365,0.0805379410175952,0.183043907638046,"N","N",1.02462138704617,5,1.00440294668059,5
200,20,0,0,0,0.2,0.05,0.1,0.1,0.2,20,0.028165326688635,0.154397074055622,0.269883147023572,0.171784956240656,"N","N",1.4743699904056,5,2.20047495237719,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,1,0.103019371058242,0.186672657673875,0.256033798449483,0.192417621225889,"N","N",1.82972038375731,5,1.81288685729818,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,2,0.0378578047084729,0.0810886042016783,0.221534918937901,0.178830689947738,"N","N",1.41775279614953,5,1.44313441143348,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,3,0.0542256700958286,0.0467138123053817,0.403606204280881,0.187194824002577,"N","N",2.66606951403359,5,1.5559090464734,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,4,0.00735949804191045,0.21843056438841,0.653230360296795,0.168544012433093,"N","N",1.33222347870639,5,134.959472866544,9
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,5,0.0989679840068766,0.185467766518751,-0.0783534402321297,0.190233884254236,"N","N",0.555964789430445,5,0.576526930535929,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,6,0.0979340809706612,0.272102331626832,0.120592611157532,0.164306982003818,"N","N",1.07364287523263,5,0.925626261450553,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,7,0.113089720995491,0.0948546492700862,0.425189142766248,0.186097461784183,"N","N",5.78198599850838,6,2.59851895445303,5
