"N_subj","N_obs","cell_1","cell_2","alpha","beta","run","grand_mean","model_effect","model_se","singular","conv_error","BF","BF_cat"
200,20,0,0.5,0.25,0.5,19,0.219800994021047,0.477058838453369,0.0920829867273428,"N","N",70309.2538524532,9
200,20,0,0.5,0.25,0.5,20,0.241307873448904,0.478420374114352,0.0874745413515473,"N","N",376223.841512761,9
200,20,0,0.6,0.3,0.6,1,0.38604949617161,0.46737475800854,0.0914276996660616,"N","N",108617.908558888,9
200,20,0,0.6,0.3,0.6,2,0.308253292944765,0.645950849822186,0.097393268159985,"N","N",292341353.902053,9
200,20,0,0.6,0.3,0.6,3,0.308152958558262,0.612339726672213,0.0909112096550357,"N","N",655207355.428643,9
200,20,0,0.6,0.3,0.6,4,0.279649336755816,0.473635701460639,0.0952102270056369,"N","N",42236.6421100744,9
200,20,0,0.6,0.3,0.6,5,0.242954873397457,0.620280205621515,0.0839931960686501,"N","N",24690825940.4103,9
200,20,0,0.6,0.3,0.6,6,0.322153710311518,0.561293618768251,0.0933304764258301,"N","N",9820914.56334999,9
200,20,0,0.6,0.3,0.6,7,0.385555125479224,0.666461325650255,0.093886983006152,"N","N",10082826896.1586,9
200,20,0,0.6,0.3,0.6,8,0.338035872795289,0.764323163350012,0.0952795446910392,"N","N",4772841416595.54,9
200,20,0,0.6,0.3,0.6,9,0.303810159248512,0.553474406209589,0.0866791628439657,"N","N",84602305.516242,9
200,20,0,0.6,0.3,0.6,10,0.265567650872398,0.647452691172638,0.0942553393649327,"N","N",843478044.739482,9
200,20,0,0.6,0.3,0.6,11,0.254785637715064,0.397041229237621,0.087203438770898,"N","N",6917.50242422529,9
200,20,0,0.6,0.3,0.6,12,0.373504320436146,0.468638003214585,0.0925125316948833,"N","N",85362.5725400024,9
200,20,0,0.6,0.3,0.6,13,0.188910503250668,0.536726693100257,0.0866254216130755,"N","N",6452913.13100899,9
200,20,0,0.6,0.3,0.6,14,0.259606983516479,0.631156300663057,0.0908453378744927,"N","N",1435744716.42851,9
200,20,0,0.6,0.3,0.6,15,0.220789600589034,0.411944616733357,0.0883408531524261,"N","N",8750.67144642943,9
200,20,0,0.6,0.3,0.6,16,0.290179515996565,0.653528299685738,0.0996714488398398,"N","N",145297189.207691,9
200,20,0,0.6,0.3,0.6,17,0.247997776102042,0.601987984409005,0.0896727242926455,"N","N",306369795.063817,9
200,20,0,0.6,0.3,0.6,18,0.305172077724386,0.646789752406376,0.0995546394309359,"N","N",119029246.395351,9
200,20,0,0.6,0.3,0.6,19,0.270474842648113,0.670750413282189,0.0853419302744597,"N","N",950286205888.712,9
200,20,0,0.6,0.3,0.6,20,0.202528381054163,0.374380593282607,0.0858270818205487,"N","N",2487.99571674167,9
200,20,0,0.7,0.35,0.7,1,0.33333010867964,0.615212475178668,0.099929454089531,"N","N",20495661.7680394,9
200,20,0,0.7,0.35,0.7,2,0.430265423090689,0.646233419596004,0.0839650908957708,"N","N",944212909742.136,9
200,20,0,0.7,0.35,0.7,3,0.386797624181894,0.739397035424754,0.0905562505801403,"N","N",24226735228389.9,9
200,20,0,0.7,0.35,0.7,4,0.288458415162044,0.853904580200392,0.0966522864043158,"N","N",1102330980303046,9
200,20,0,0.7,0.35,0.7,5,0.222615045006864,0.758378772797516,0.0788994445380997,"N","N",443948790210196672,9
200,20,0,0.7,0.35,0.7,6,0.325805383939195,0.635221378642478,0.089332412253418,"N","N",8596957453.95326,9
200,20,0,0.7,0.35,0.7,7,0.316614860855164,0.755861270935091,0.0975034187821645,"N","N",489749700445.135,9
200,20,0,0.7,0.35,0.7,8,0.411851360247564,1.00246595663765,0.0881609684356863,"N","N",2.94393225742524e+26,9
200,20,0,0.7,0.35,0.7,9,0.307892268882549,0.699795162917232,0.0968360540955435,"N","N",12545971737.4118,9
200,20,0,0.7,0.35,0.7,10,0.27770209600563,0.785144191066834,0.0967235350413956,"N","N",3795973763402.5,9
200,20,0,0.7,0.35,0.7,11,0.414272024030922,0.617033561775668,0.0869407319400217,"N","N",12324034469.5686,9
200,20,0,0.7,0.35,0.7,12,0.362199971565408,0.5952707176367,0.0945446265589573,"N","N",57753126.5872181,9
200,20,0,0.7,0.35,0.7,13,0.346714774522849,0.832601347001321,0.0933334249857755,"N","N",6754079605322581,9
200,20,0,0.7,0.35,0.7,14,0.368223957024894,0.664516735026246,0.093928683861687,"N","N",7900769813.70159,9
200,20,0,0.7,0.35,0.7,15,0.42939826197531,0.79569419766646,0.0862140427552912,"N","N",236650107846749792,9
200,20,0,0.7,0.35,0.7,16,0.357987487972101,0.780869846639156,0.0906053162219265,"N","N",707295969837646,9
200,20,0,0.7,0.35,0.7,17,0.395217331784526,0.570692646690268,0.0907038690170815,"N","N",65448272.9407562,9
200,20,0,0.7,0.35,0.7,18,0.336394658647562,0.559695949151578,0.0931403811920605,"N","N",10257241.2098098,9
200,20,0,0.7,0.35,0.7,19,0.263713425090036,0.600204445642507,0.08687359885156,"N","N",1405241014.41803,9
200,20,0,0.7,0.35,0.7,20,0.327468018901643,0.826478193877057,0.0953040750281537,"N","N",633254479617636,9
200,20,0,0.8,0.4,0.8,1,0.389978930106383,0.919498190163656,0.0946115956531654,"N","N",11031797695442612224,9
200,20,0,0.8,0.4,0.8,2,0.463830975110828,0.850272525987169,0.097105236820558,"N","N",3658344202101012,9
200,20,0,0.8,0.4,0.8,3,0.41381576813791,0.745759578910167,0.0962182212750696,"N","N",1073765772991.67,9
200,20,0,0.8,0.4,0.8,4,0.299130792201995,0.704372806488847,0.0868604113665672,"N","N",8217382429207.44,9
200,20,0,0.8,0.4,0.8,5,0.35818353107184,0.818980283786618,0.0877349835801874,"N","N",337928457790217152,9
200,20,0,0.8,0.4,0.8,6,0.430104101158927,0.775772090800741,0.0958463091510451,"N","N",15497591646289.4,9
200,20,0,0.8,0.4,0.8,7,0.427817656473241,0.805706726574814,0.0906281703507135,"N","N",11017650498755424,9
200,20,0,0.8,0.4,0.8,8,0.320251510533136,0.760553261664652,0.0931837204306576,"N","N",12099227463898.1,9
200,20,0,0.8,0.4,0.8,9,0.337045002027913,0.723455100048917,0.0946073191218819,"N","N",317924722890.397,9
200,20,0,0.8,0.4,0.8,10,0.405559886095021,0.938045579978724,0.0962873540348892,"N","N",14906825428292855808,9
200,20,0,0.8,0.4,0.8,11,0.346644204650313,0.810845654589838,0.0904204768296696,"N","N",11315549832457600,9
200,20,0,0.8,0.4,0.8,12,0.346615186726832,0.660156788272712,0.0841788370804841,"N","N",1924076614971.74,9
200,20,0,0.8,0.4,0.8,13,0.376777069297089,0.758285663540511,0.0895360119496991,"N","N",255998188974858,9
200,20,0,0.8,0.4,0.8,14,0.44988965751953,0.80671184683624,0.0989520466177154,"N","N",25146537624826.9,9
200,20,0,0.8,0.4,0.8,15,0.380697188002597,0.828690322127286,0.0899531032660111,"N","N",130767252668794192,9
200,20,0,0.8,0.4,0.8,16,0.393682150076894,0.876941851802721,0.0917089594457901,"N","N",3083625298823089152,9
200,20,0,0.8,0.4,0.8,17,0.404559128233941,0.762045827538653,0.0876647017580533,"N","N",1996615421558686,9
200,20,0,0.8,0.4,0.8,18,0.320977080988686,0.776166827687937,0.0834975979044758,"N","N",188579361942166528,9
200,20,0,0.8,0.4,0.8,19,0.396195909994345,0.660223836946645,0.0966913144577397,"N","N",1699029149.93596,9
200,20,0,0.8,0.4,0.8,20,0.460928450434692,0.740756451444874,0.0887415418988647,"N","N",147273089631059,9
200,20,0,0.9,0.45,0.9,1,0.460409227653752,0.866384041284088,0.101527484639339,"N","N",518229840402872,9
200,20,0,0.9,0.45,0.9,2,0.393821500812043,1.05723230496637,0.0876285204798804,"N","N",5.70377962179292e+29,9
200,20,0,0.9,0.45,0.9,3,0.476673470595316,0.92202518165843,0.0970194844588651,"N","N",2713873826381872128,9
200,20,0,0.9,0.45,0.9,4,0.498622562044362,0.851352358596179,0.0917700762447631,"N","N",430434781403307840,9
200,20,0,0.9,0.45,0.9,5,0.400730443077939,1.07636266934159,0.0982498805741009,"N","N",1.8245497577393e+24,9
200,20,0,0.9,0.45,0.9,6,0.386450593599989,1.03897780836524,0.0864909808309207,"N","N",3.02791033490256e+29,9
200,20,0,0.9,0.45,0.9,7,0.446660325893432,0.824158455341647,0.085606213804783,"N","N",9729936781806565376,9
200,20,0,0.9,0.45,0.9,8,0.445469555456518,0.957546529726981,0.0911260613890262,"N","N",4.14450410630377e+22,9
200,20,0,0.9,0.45,0.9,9,0.46570550696444,0.923191838929298,0.0865921877091242,"N","N",2.62643251740254e+23,9
200,20,0,0.9,0.45,0.9,10,0.400382435722504,0.846856877841446,0.0940100753679433,"N","N",22872231506056920,9
200,20,0,0.9,0.45,0.9,11,0.444693015461912,1.11343221681314,0.0896183241177643,"N","N",6.42953063399721e+31,9
200,20,0,0.9,0.45,0.9,12,0.419021476654026,0.956689403085904,0.0970457332862776,"N","N",48298600801659117578,9
200,20,0,0.9,0.45,0.9,13,0.379943044185131,0.73890670633583,0.0881989274956724,"N","N",131135325119343,9
200,20,0,0.9,0.45,0.9,14,0.4814010744125,0.887873163588251,0.0880969626881964,"N","N",7.89093782924268e+20,9
200,20,0,0.9,0.45,0.9,15,0.410570185271346,0.89073539426197,0.0899849733513644,"N","N",85626761081213190144,9
200,20,0,0.9,0.45,0.9,16,0.399460916059342,0.727195808511213,0.0870899860292475,"N","N",120619046457129,9
200,20,0,0.9,0.45,0.9,17,0.437358257253709,0.870868788588606,0.0874229202802056,"N","N",2.06252971268639e+20,9
200,20,0,0.9,0.45,0.9,18,0.402160472974523,0.986677290632116,0.0944614973922942,"N","N",1.30008691562691e+22,9
200,20,0,0.9,0.45,0.9,19,0.415869732806458,0.857415581277902,0.0893862268503627,"N","N",5252952911860410368,9
200,20,0,0.9,0.45,0.9,20,0.488439031518137,0.823638780137872,0.0918434175332657,"N","N",27164809796523648,9
200,20,0,1,0.5,1,1,0.459336316557361,1.0165516239082,0.100534863715251,"N","N",6.55609335789235e+20,9
200,20,0,1,0.5,1,2,0.483953910752777,0.994522466114961,0.0936263297225583,"N","N",1.57685299346462e+23,9
200,20,0,1,0.5,1,3,0.517194396309553,0.983076322465014,0.0965375950709816,"N","N",2.10836401522243e+21,9
200,20,0,1,0.5,1,4,0.417929429772809,1.02028342502919,0.0904289125826944,"N","N",1.07622792128457e+26,9
200,20,0,1,0.5,1,5,0.49479804128432,1.02276852091588,0.0948479952251739,"N","N",8.5017996490627e+23,9
200,20,0,1,0.5,1,6,0.534770676466956,0.954365861175575,0.0898787158007434,"N","N",2.13962693483727e+23,9
200,20,0,1,0.5,1,7,0.503110164454796,0.922955307107764,0.0896403472927333,"N","N",7.20817748383403e+21,9
200,20,0,1,0.5,1,8,0.482734304275819,0.995906225749116,0.0823788460195994,"N","N",2.32413685867931e+30,9
200,20,0,1,0.5,1,9,0.550338481182256,1.03092535103108,0.0983537737984212,"N","N",4.6389809360531e+22,9
200,20,0,1,0.5,1,10,0.567503775626958,1.16325739507998,0.101406940310351,"N","N",1.72586809215179e+27,9
200,20,0,1,0.5,1,11,0.518348950766194,1.02022932752351,0.0894013460944479,"N","N",9.86725326849253e+26,9
200,20,0,1,0.5,1,12,0.497999310260495,0.87470749267621,0.0954557912547424,"N","N",145362205631719904,9
200,20,0,1,0.5,1,13,0.520120067264365,0.809163426375631,0.0919792582852847,"N","N",6867092018231800,9
200,20,0,1,0.5,1,14,0.497035225495788,0.837031004612402,0.0845629036755034,"N","N",1.59727485644302e+20,9
200,20,0,1,0.5,1,15,0.530062629055582,1.13655767681659,0.102042120049018,"N","N",3.58574110413991e+25,9
200,20,0,1,0.5,1,16,0.468716015885349,0.848792519427112,0.092714032602737,"N","N",126641880574594672,9
200,20,0,1,0.5,1,17,0.562911716498453,0.994218068021244,0.0991887153398193,"N","N",5.02566038782131e+20,9
200,20,0,1,0.5,1,18,0.53626009081169,1.13605589900335,0.103214722943558,"N","N",8.82216102694551e+24,9
200,20,0,1,0.5,1,19,0.520925371342454,1.18120221060859,0.0935770573548782,"N","N",1.1664170098651e+33,9
200,20,0,1,0.5,1,20,0.500794414989225,0.943397296277126,0.0907275063190477,"N","N",1.92798868297541e+22,9
200,20,0,1.1,0.55,1.1,1,0.642066062026554,1.18008832817681,0.0942513176773212,"N","N",6.1046329227517e+32,9
200,20,0,1.1,0.55,1.1,2,0.527928804498228,1.08065856478004,0.100977195886833,"N","N",3.70248237927717e+23,9
200,20,0,1.1,0.55,1.1,3,0.555829637830883,1.11473502425291,0.0904529497703827,"N","N",4.31731616161212e+31,9
200,20,0,1.1,0.55,1.1,4,0.486432906460742,1.0617207660842,0.0948023610372342,"N","N",6.6456488732412e+25,9
200,20,0,1.1,0.55,1.1,5,0.584882216597281,1.0646905399058,0.0892807288203168,"N","N",4.53185156297478e+29,9
200,20,0,1.1,0.55,1.1,6,0.54551824071346,1.12036282383061,0.0846090971082752,"N","N",4.65309909573654e+36,9
200,20,0,1.1,0.55,1.1,7,0.484429758124135,1.17797371336359,0.0891608146005813,"N","N",1.65685935481503e+36,9
200,20,0,1.1,0.55,1.1,8,0.536260061775588,1.17738421744037,0.100283879137311,"N","N",3.05269029608382e+28,9
200,20,0,1.1,0.55,1.1,9,0.622640195490731,1.09965195604076,0.093062262530619,"N","N",1.34372995395424e+29,9
200,20,0,1.1,0.55,1.1,10,0.627342778545151,1.05556654611476,0.0975011058278395,"N","N",2.17423421438118e+24,9
200,20,0,1.1,0.55,1.1,11,0.605665551146393,1.1344625319457,0.0861217470299177,"N","N",2.4086844119228e+36,9
200,20,0,1.1,0.55,1.1,12,0.558903754185421,1.16822455155231,0.0894966446875875,"N","N",3.74491471464055e+35,9
