"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,2,0.146265257896246,1.28460278038418,1.20696649316695,0.374561457390951,"Y","N",10.9819839981973,7,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,3,0.110703522995029,1.28460278038418,0.659263302112867,0.395431045017712,"Y","N",1.92837843474103,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,4,-0.000556796226802051,1.28460278038418,1.39007895502863,0.474710504665307,"N","N",1.00549078650498,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,5,0.198382425880845,1.28460278038418,0.61024882126096,0.443132296981359,"N","N",1.86680943477946,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,6,0.208804158718884,1.28460278038418,0.741253193597769,0.445327481670306,"N","N",2.43118391415823,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,7,0.15299377829925,1.28460278038418,0.86866637157277,0.448297868228976,"N","N",2.58472257278094,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,8,0.128277663694521,1.28460278038418,0.321123812149076,0.381297577174958,"N","N",1.2623605802463,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,9,0.113686351949275,1.28460278038418,0.587965250720157,0.415271612078346,"N","N",1.66041135489857,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,10,0.0521834084624691,1.28460278038418,0.378454486285002,0.395746045971711,"N","N",1.1876629891611,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,11,0.190256805159517,1.28460278038418,0.755843778401469,0.512269701760349,"N","N",1.91817461524303,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,12,0.16537920861634,1.28460278038418,0.733808763030702,0.440013577194029,"N","N",2.22109433859157,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,13,0.233856345691881,1.28460278038418,0.904780309399315,0.409749683965909,"N","N",4.98971287008922,6,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,14,0.325205629017409,1.28460278038418,0.875907432099886,0.334266721179904,"N","N",13.6587984617823,7,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,15,0.16287324701917,1.28460278038418,0.432526177624527,0.383112095323097,"N","N",1.52730018056283,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,16,0.206176412473164,1.28460278038418,0.406528226004019,0.33806803149971,"N","N",1.6084156171543,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,17,0.31456326277174,1.28460278038418,2.14698844017987,0.470580013895964,"N","N",949.919553234182,9,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,18,0.262935787405634,1.28460278038418,1.00979027881733,0.36763012832201,"Y","N",14.2396884437279,7,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,19,0.233633046969941,1.28460278038418,0.539588244657986,0.370907913699223,"N","N",2.07914937085071,5,"skip",NA
40,20,0.5,0,0,0.2,0.175,-0.15,-0.15,0.7,20,0.0525093093476338,1.28460278038418,0.75977610614639,0.460496783434938,"N","N",1.34068084384357,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,1,0.146258248166003,1.28460278038418,1.46879710775618,0.471716965811997,"N","N",6.21390495420789,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,2,0.0152216822319199,1.28460278038418,0.810464493798957,0.365996449170298,"Y","N",1.16141651016552,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,3,0.299035439709319,1.28460278038418,0.58079165326336,0.413682088150076,"N","N",1.93898581937479,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,4,0.345796846337809,1.28460278038418,-0.0927535802906675,0.397820682611546,"N","N",0.426252355979388,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,5,0.234916524559631,1.28460278038418,1.24273862830546,0.450753016481925,"N","N",9.76753259645696,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,6,0.136718372009526,1.28460278038418,1.06866158499926,0.404671454887665,"N","N",4.60661642773122,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,7,0.122223873142638,1.28460278038418,0.528972436593248,0.31519802078289,"N","N",2.27218493819703,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,8,0.147373854163288,1.28460278038418,0.971593587708894,0.38881953556147,"N","N",4.64644641019788,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,9,0.249958996217615,1.28460278038418,0.361195644071454,0.409370308369459,"N","N",1.20342007328107,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,10,0.214663474419654,1.28460278038418,1.6354645099674,0.461290537181845,"N","N",26.9083230061313,7,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,11,0.223503305179541,1.28460278038418,0.925239367161386,0.407136461824399,"N","N",5.25870219161711,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,12,0.252361858683564,1.28460278038418,0.556841428262814,0.380666758181675,"N","N",2.09043102018603,5,"skip",NA
